Timestamp,Account,Provider,Event,PeakEquity,CurrentEquity,DDPercent,OpenTrades,Details
2026.02.16 12:05:56,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:05:56,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:05:56,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:05:57,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:05:57,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:05:58,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:05:58,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:00,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:00,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:00,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:00,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:01,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:02,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:02,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:02,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:02,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:02,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:03,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:03,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:03,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:03,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:03,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:03,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:04,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:04,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:04,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:05,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:05,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:05,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:06,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:07,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:07,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:08,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:08,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:08,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:09,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:09,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:09,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:09,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:09,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:10,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:10,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:10,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:11,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:11,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
2026.02.16 12:06:12,410038624,Magic_251101,CRITICAL_TRIM,127.53,122.97,3.58,0,Closed 0 worst trades
